"Sector","Year","Statistic Label","UNIT","VALUE"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.3"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","Methane (CH4) Emissions","000 Tonnes","79.84"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9545.63"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","7334.38"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.29"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","Methane (CH4) Emissions","000 Tonnes","79.6"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9405.76"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","7434.91"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.29"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","Methane (CH4) Emissions","000 Tonnes","78.58"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9485.4"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","6746.02"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.21"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","Methane (CH4) Emissions","000 Tonnes","81.39"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8830.08"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","6894.83"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.17"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","Methane (CH4) Emissions","000 Tonnes","86.09"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9064.25"
"Not attributable to any sector","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","84.4"
"Not attributable to any sector","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.4"
"Not attributable to any sector","1994","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","206.5"
"Not attributable to any sector","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","86.2"
"Not attributable to any sector","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.4"
"Not attributable to any sector","1995","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","203.7"
"Not attributable to any sector","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","86.9"
"Not attributable to any sector","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.4"
"Not attributable to any sector","1996","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","201.3"
"Not attributable to any sector","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","87.3"
"Not attributable to any sector","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.44"
"Not attributable to any sector","1997","Methane (CH4) Emissions","000 Tonnes","0"
"Not attributable to any sector","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","222.1"
"Not attributable to any sector","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","1998","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","1999","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2000","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2001","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2002","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2003","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2004","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2005","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2006","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Not attributable to any sector","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"Not attributable to any sector","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"Not attributable to any sector","2007","Methane (CH4) Emissions","000 Tonnes",""
"Not attributable to any sector","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"Residential","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","9713.3"
"Residential","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","1"
"Residential","1994","Methane (CH4) Emissions","000 Tonnes","3.3"
"Residential","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10096.6"
"Residential","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","9594.1"
"Residential","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","1"
"Residential","1995","Methane (CH4) Emissions","000 Tonnes","3.1"
"Residential","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9972.2"
"Residential","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","9661.2"
"Residential","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","1"
"Residential","1996","Methane (CH4) Emissions","000 Tonnes","3.3"
"Residential","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10045.8"
"Residential","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","9690.2"
"Residential","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.02"
"Residential","1997","Methane (CH4) Emissions","000 Tonnes","2.97"
"Residential","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10068.1"
"Residential","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","10267.41"
"Residential","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.25"
"Residential","1998","Methane (CH4) Emissions","000 Tonnes","3.18"
"Residential","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10722.17"
"Residential","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","10317.82"
"Residential","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.31"
"Residential","1999","Methane (CH4) Emissions","000 Tonnes","2.69"
"Residential","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10779.21"
"Residential","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","10537.06"
"Residential","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.28"
"Residential","2000","Methane (CH4) Emissions","000 Tonnes","2.69"
"Residential","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10990.47"
"Residential","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","11065.98"
"Residential","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.33"
"Residential","2001","Methane (CH4) Emissions","000 Tonnes","2.7"
"Residential","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11535"
"Residential","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","10485.28"
"Residential","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.2"
"Residential","2002","Methane (CH4) Emissions","000 Tonnes","2.45"
"Residential","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10909.82"
"Residential","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","10532.37"
"Residential","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.09"
"Residential","2003","Methane (CH4) Emissions","000 Tonnes","2.32"
"Residential","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10919.4"
"Residential","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","11087.43"
"Residential","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.16"
"Residential","2004","Methane (CH4) Emissions","000 Tonnes","2.4"
"Residential","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11498.15"
"Residential","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","11179.84"
"Residential","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.2"
"Residential","2005","Methane (CH4) Emissions","000 Tonnes","2.44"
"Residential","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11601.62"
"Residential","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","11063.1"
"Residential","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.16"
"Residential","2006","Methane (CH4) Emissions","000 Tonnes","2.65"
"Residential","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11478.08"
"Residential","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","10712.07"
"Residential","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.07"
"Residential","2007","Methane (CH4) Emissions","000 Tonnes","2.19"
"Residential","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11090.93"
